# Massacre missions in the maintainer's own store, 2026-09-09..19 (read-only), for the hand-in / completion fixes
# (tester feedback id 5, 0.3.4: "EDDA keeps saying Yamazaki Port"). Per mission: the DestinationSystem/Station the
# MissionAccepted carried, the station the commander was DOCKED AT when accepting, the game's MissionRedirected
# NewDestinationSystem/Station, and every station docked at during the mission's life. Script: knobs/mission_handins.py.
# VERDICT: 74 massacres; 64 redirected, and in 64 of 64 NewDestinationStation == the station docked at on acceptance
# (0 disagreements; 10 never redirected). DestinationStation at acceptance is a station IN THE TARGET SYSTEM (Hooke
# Landing / Yamazaki Base, both in Anana per /v1/stations) that he never docked at during any mission (0 of 74) --
# it is where to kill, not where to hand in. So the hand-in is the giver station (docked-at-acceptance) until
# MissionRedirected, and the current display named a never-visited station for every one of these missions.
# App log 2026-09-16..19: 40 per-event "Objective complete" callouts (callouts.rs) vs 49 pass-level "Mission complete:
# N kills" (watcher::mission_redirected); 18 seconds carried BOTH (the duplicate), and 4 seconds carried 2-3
# "Objective complete" lines at once (one per redirected mission).
mission_id,accepted,giver,target,dest_system_at_accept,dest_station_at_accept,dest_station_system_if_known,docked_system_at_accept,docked_station_at_accept,redirect_ts,new_system,new_station,redirect_station_eq_docked_at_accept,dest_station_in_target_system,end_event,docked_during
1066310436,2026-09-18T13:56:49Z,United Tagii League,Anana Brotherhood,Anana,Yamazaki Base,,Puneith,Wheelock Port,,,,,,MissionAbandoned,
1066310845,2026-09-18T14:03:13Z,United Tagii League,Anana Brotherhood,Anana,Hooke Landing,,Puneith,Wheelock Port,2026-09-18T17:52:02Z,Puneith,Wheelock Port,True,,,Fleming Enterprise (HIP 100449) | Goeppert-Mayer Vision (Ahayan) | Kubasov Station (HIP 90112) | Q6Z-66L (HIP 90112) | Townshend Settlement (HIP 90112) | W8W-99B (Anana) | Wheelock Port (Puneith)
1066313314,2026-09-18T14:40:27Z,HIP 96854 Empire League,Anana Brotherhood,Anana,Hooke Landing,,Ahayan,Goeppert-Mayer Vision,2026-09-18T17:11:30Z,Ahayan,Goeppert-Mayer Vision,True,,,Fleming Enterprise (HIP 100449) | Kubasov Station (HIP 90112) | Q6Z-66L (HIP 90112) | Townshend Settlement (HIP 90112) | W8W-99B (Anana) | Wheelock Port (Puneith)
1066313325,2026-09-18T14:40:33Z,Labour Union of Ahayan,Anana Brotherhood,Anana,Yamazaki Base,,Ahayan,Goeppert-Mayer Vision,2026-09-18T16:45:38Z,Ahayan,Goeppert-Mayer Vision,True,,,Fleming Enterprise (HIP 100449) | Kubasov Station (HIP 90112) | Q6Z-66L (HIP 90112) | Townshend Settlement (HIP 90112) | W8W-99B (Anana) | Wheelock Port (Puneith)
1066313361,2026-09-18T14:40:50Z,Ahayan Gold Creative Co,Anana Brotherhood,Anana,Hooke Landing,,Ahayan,Goeppert-Mayer Vision,2026-09-18T16:59:06Z,Ahayan,Goeppert-Mayer Vision,True,,,Fleming Enterprise (HIP 100449) | Kubasov Station (HIP 90112) | Q6Z-66L (HIP 90112) | Townshend Settlement (HIP 90112) | W8W-99B (Anana) | Wheelock Port (Puneith)
1066313384,2026-09-18T14:41:00Z,Ahayan Defence Party,Anana Brotherhood,Anana,Yamazaki Base,,Ahayan,Goeppert-Mayer Vision,2026-09-18T16:44:17Z,Ahayan,Goeppert-Mayer Vision,True,,,Fleming Enterprise (HIP 100449) | Kubasov Station (HIP 90112) | Q6Z-66L (HIP 90112) | Townshend Settlement (HIP 90112) | W8W-99B (Anana) | Wheelock Port (Puneith)
1066315712,2026-09-18T15:17:04Z,HIP 90112 Jet Central Corp.,Anana Brotherhood,Anana,Hooke Landing,,HIP 90112,Kubasov Station,,,,,,MissionAbandoned,Townshend Settlement (HIP 90112)
1066316139,2026-09-18T15:21:47Z,HIP 90112 Jet Central Corp.,Anana Brotherhood,Anana,Yamazaki Base,,HIP 90112,Townshend Settlement,2026-09-18T17:07:28Z,HIP 90112,Townshend Settlement,True,,MissionCompleted,Fleming Enterprise (HIP 100449) | Q6Z-66L (HIP 90112) | Townshend Settlement (HIP 90112) | W8W-99B (Anana)
1066317095,2026-09-18T15:34:52Z,New HIP 90112 for Equality,Anana Brotherhood,Anana,Hooke Landing,,HIP 90112,Townshend Settlement,2026-09-18T16:33:12Z,HIP 90112,Townshend Settlement,True,,MissionCompleted,Fleming Enterprise (HIP 100449) | Q6Z-66L (HIP 90112) | Townshend Settlement (HIP 90112) | W8W-99B (Anana)
1066371223,2026-09-19T05:54:28Z,Puneith Organisation,Anana Brotherhood,Anana,Yamazaki Base,,Puneith,Wheelock Port,,,,,,,Q6Z-66L (HIP 90112)
1066371228,2026-09-19T05:54:35Z,United Tagii League,Anana Brotherhood,Anana,Hooke Landing,,Puneith,Wheelock Port,,,,,,,Q6Z-66L (HIP 90112)

